id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,Center_X,Center_Y,类型代码,类型名称,省份,城市,区域,营业时间,评分
B001786W12,原味面庄(黄桷花园店),黄桷花园A栋12号(四川美术学院地铁站4号口步行270米),15086660041,106.541763,29.490841,,,442006.85548080556,3262517.6380611886,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.1
B0H1M916XC,天津煎饼果子,黄桷花园大门口(四川美术学院地铁站4号口步行250米),15683802019,106.54184,29.490943,,,442014.3778695733,3262528.901570155,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.3
B0L3VAFUJ7,宁波大肉包,黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,18358212826,106.541868,29.491144,,,442017.2066217685,3262551.1589638568,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,2.5
B0G2SCKBHP,钵钵鸡,黄桷坪街邮电支路10号附22号,17382392350,106.541356,29.490023,,,441966.9351036368,3262427.2043293496,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.5
B0FFHU5DV8,久久茶楼,杨家坪正街29附近,[],106.527698,29.491864,,,440644.004430436,3262638.0804314297,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,3.1
B0I1KRXFB8,弯弯重庆小面,黄正街社区西门南100米,15520016727,106.543293,29.487762,,,442153.4229499141,3262175.71523059,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.7
B0FFKJNWSM,果奶汇酸奶捞(黄桷坪店),新建路4号-附6号(四川美术学院地铁站4号口步行70米),15123880046,106.542754,29.489858,,,442102.36303850857,3262408.225610415,050900|050700,餐饮服务;甜品店;甜品店|餐饮服务;冷饮店;冷饮店,重庆市,重庆市,九龙坡区,,3.2
B0FFHVMV2X,孔林豆花店,杨渡路黄桷花园2号楼门面19号,15023708337,106.541847,29.490699,,,442014.9174864182,3262501.8622228075,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.8
B0JRAYJNEC,褚记皇黄牛肉面(新华春天店),新华七村202号附34号33,13668086616,106.518917,29.499023,,,439797.0243215073,3263435.8299898854,050300,餐饮服务;快餐厅;快餐厅,重庆市,重庆市,九龙坡区,,3.8
B0I0Z7BRHI,黄桷坪老火锅(总店),滩子口京渝国际文创园8栋附29号,18502331113,106.527625,29.503125,,,440643.4948121188,3263885.869848477,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.6
B0FFHCST0T,何姐餐馆,九渡口正街60号,17815082001,106.543759,29.478861,,,442193.5462289127,3261189.230135663,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.5
B00170I3K7,麦格来茶楼,直港大道202号佳宇广场5号(金江明珠对面),023-68163688,106.530609,29.505882,,,440934.3263783159,3264189.8350855275,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,4.5
B0KG6AU12M,阳记小龙包,九龙八村1号附11号,17783832170;19332238349,106.52573,29.497328,,,440456.42610475124,3263244.5130347554,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.4
B0JAGCADQW,The 7柒村咖啡,杨家坪正街43号二楼,18580332240,106.521457,29.500195,,,440043.9203911468,3263564.3796121264,050500,餐饮服务;咖啡厅;咖啡厅,重庆市,重庆市,九龙坡区,,4.0
B0IAJMRSLE,龙庭源茶楼,九龙民间文化美食街与高进路交叉口西120米,023-68500968;18523824788,106.527203,29.492203,,,440596.2178511358,3262675.895175097,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,4.1
B0FFIBN6SB,问泉茶楼(九龙花园店),滩子口九龙花园美食一条街,13436079586,106.526142,29.492272,,,440493.4071669852,3262684.0826285663,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,4.1
B0HAOSJ3JM,江州醉老火锅,西子路202号新华春天,15723065091,106.519817,29.497566,,,439883.4020569235,3263273.924583967,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.2
B0FFJBCC9U,韩聚阁石锅拌饭店,搬运东村10-76号,13452922878;17623082796,106.541668,29.490483,,,441997.44234235695,3262478.0180361914,050203,餐饮服务;外国餐厅;韩国料理,重庆市,重庆市,九龙坡区,,3.6
B0KACSFFD2,CHAGEE霸王茶姬(重庆九龙坡黄桷坪美术学院店),黄桷坪正街90号(四川美术学院地铁站4号口步行170米),19112135894,106.542981,29.488192,,,442123.42147694866,3262223.5154715274,050700,餐饮服务;冷饮店;冷饮店,重庆市,重庆市,九龙坡区,,4.2
B0FFIVS274,老道口家常菜,直港大道与龙吟路交叉口东50米,15123364024,106.532034,29.500749,,,441069.47182787646,3263620.3605119344,050102,餐饮服务;中餐厅;四川菜(川菜),重庆市,重庆市,九龙坡区,,4.0
B0JGLUJI9N,七村三三老火锅(新华春天店),西子路202号新华春天,13647688088,106.519425,29.498675,,,439846.0598008077,3263397.0077754785,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.2
B001792WMN,梯坎豆花,黄桷坪街213号附9、10号(近四川美术学院大门),13617671189,106.543306,29.487636,,,442154.61162077286,3262161.7476374535,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.5
B0JBT1DI8S,壹品牛肉面(荣安九龙壹号店),华润·半山悦景北区西门西北50米,15215046375,106.524817,29.497035,,,440367.75468636426,3263212.515315453,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.6
B0FFFZ1HT4,小碗菜(黄角坪店),新建路4号附7号,13594186754;15086845147,106.543344,29.490122,,,442159.70753677853,3262437.1841552416,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.4
B0HBDRTT54,怡时光酒吧,黄桷坪邮电支路美院后街2号附28号,18580262080,106.539747,29.488667,,,441810.18413858523,3262277.7592473314,080304|050000,体育休闲服务;娱乐场所;酒吧|餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.6
B0J3U73OI3,樱桃火锅(龙江路店),滩子口97号附五号(滩子口地铁站2A口步行470米),15178758712,106.527767,29.497003,,,440653.68899481074,3263207.4614083865,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.2
B0I1UOYPYU,秘制烧烤(志龙·观江岭店),黄角坪街道官家林11号附26号,15736003980;18180528768,106.535109,29.497881,,,441365.8782285702,3263301.024161232,050118,餐饮服务;中餐厅;特色/地方风味餐厅,重庆市,重庆市,九龙坡区,,3.4
B0HA2KPE9C,豆吉汤圆奶茶(黄桷坪店),新建路黄桷坪正街3号附3号,17623551296;18008320742,106.542653,29.489988,,,442092.6460412679,3262422.6802073857,050700,餐饮服务;冷饮店;冷饮店,重庆市,重庆市,九龙坡区,,3.8
B0L1LSF7UG,丰亨兔卤菜店,滩子口71号万顺楼(滩子口地铁站2A口步行130米),17783376015,106.527052,29.498862,,,440585.4668436435,3263413.809027987,050300,餐饮服务;快餐厅;快餐厅,重庆市,重庆市,九龙坡区,,3.3
B0LRAP08EL,贵州羊肉粉馆(滩子口店),龙江路与龙江支路交叉口西40米,[],106.525607,29.498284,,,440445.0626889069,3263350.5036434666,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.4
B0FFJ1U6YX,罗石钵钵鸡冒菜馆(福星楼店),黄桷坪街临335号附11号,13102386801,106.543417,29.488502,,,442165.86402330024,3262257.64756505,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.6
B0FFITX0IM,罐罐米线(新建路店),黄正街社区西门北210米,023-68190641;13627693177;18623334142,106.543136,29.490201,,,442139.5889846044,3262446.0409566252,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.0
B0FFFZ1KQ2,祥和炒菜馆(邮电路店),黄桷坪搬运东村10-10号,023-68508828;13638365157,106.54099,29.489882,,,441931.3747453415,3262411.763704862,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.0
B0H3XU1OFB,LAWSON罗森(电力高等专科学校店),黄桷坪街道邮电路搬运东村10-16号,023-68615676,106.541194,29.490023,,,441951.23086472537,3262427.2851190465,060200|050000,购物服务;便民商店/便利店;便民商店/便利店|餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.7
B00178X9A0,华莱士·全鸡汉堡(黄桷坪店),黄桷坪新建路2栋7号,023-68504866,106.542706,29.490583,,,442098.1222023299,3262488.5814362583,050300,餐饮服务;快餐厅;快餐厅,重庆市,重庆市,九龙坡区,,3.9
B0LKB6SQL1,炸了个串(黄桷坪正街店),黄正街社区西门西北130米,[],106.542939,29.489522,,,442120.10592588916,3262370.903894772,050300,餐饮服务;快餐厅;快餐厅,重庆市,重庆市,九龙坡区,,2.5
B0FFKN56A4,新龙门客栈清吧,福星楼8号附6号(四川美术学院地铁站4号口步行130米),13608220884;18725624529,106.543641,29.488756,,,442187.7230526665,3262285.6801527576,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,3.9
B0FFH2K13K,嘟嘟嘴章鱼小丸子,黄桷坪正街108号15栋四川美术学院黄桷坪校区邮电支路商铺2号,13708364154,106.541925,29.490129,,,442022.1541739367,3262438.665826445,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.9
B0J30MD2U2,库迪咖啡(黄桷坪美院店),黄桷坪街道临335号附2号(黄桷坪公交站斜对面),19922043428,106.543054,29.488684,,,442130.7778068046,3262277.994078282,050500,餐饮服务;咖啡厅;咖啡厅,重庆市,重庆市,九龙坡区,,3.9
B0K60DVX7P,半岛食店(晋愉·九龙湾店),铁路一村28号1晋愉·九龙湾,[],106.530275,29.502525,,,440900.0039430541,3263818.038894923,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.3
B0K0K9C4G0,玉凤罐罐米线,铁路一村28号1晋愉·九龙湾,[],106.530184,29.5023,,,440891.05281972414,3263793.1544471756,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.2
B0H21X9XLY,甜菓仔(新华春天店),西子路202号新华春天,19112769854,106.51924,29.498257,,,439827.8803314099,3263350.7877506106,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,4.2
B0IGLZ2KBU,金凌餐馆,铁路二村101号附2号,15223177175,106.542002,29.493808,,,442031.713206164,3262846.2706806995,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.5
B0FFHSIJL1,佳韵鲜味坊(黄桷坪店),黄桷坪新建路2号附16号,13908337210;17353269049;18680793049,106.543042,29.490353,,,442130.5630537924,3262462.9297004123,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,4.1
B0J2N5HE50,渝味·炽火锅(手工炒料),西子路新华七村202号附38号,18623623793,106.518695,29.499221,,,439775.6227076253,3263457.8838900565,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,3.9
B0LABZZ9CP,交通家常菜,黄桷坪正街4号附1号,18117342500,106.542713,29.489771,,,442098.3390307916,3262398.6061743246,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.4
B0LD1GJSUK,小林家常炒菜,涂鸦一条街东北门旁(四川美术学院地铁站4号口步行260米),[],106.541291,29.49006,,,441960.655110308,3262431.3364421166,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,2.9
B00178VSR5,陈记兄弟串串香(滩子口店),滩子口56号1-6号(滩子口地铁站2A口步行160米),13101315038,106.526436,29.499185,,,440525.945794272,3263449.9131130963,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.1
B0LK079125,呼啦面馆·头牌豌杂面(重庆上游村1号店),钢铁支路a13号,[],106.519025,29.488525,,,439801.2857231564,3262272.564260478,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.7
B0J15RX03T,冷婆婆蹄花汤(黄正街社区店),黄桷坪街105号附1号,15123386228,106.54339,29.488029,,,442162.97795970377,3262205.251330458,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,4.3
B0JBOSOY7G,朱记山东水饺(福星楼店),黄桷坪正街8号附3号(四川美术学院地铁站4号口步行90米),13983356401,106.543369,29.488765,,,442161.3602311123,3262286.8125146586,050101,餐饮服务;中餐厅;综合酒楼,重庆市,重庆市,九龙坡区,,3.5
B001708OBU,胡记蹄花汤,新建路5-2号(四川美术学院地铁站4号口步行70米),18696665171,106.54305,29.489075,,,442130.6122515607,3262321.319906782,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.5
B0GUCC7P2Z,王姐豆花饭面庄,龙隐花苑东北门北140米,15730457839,106.543427,29.492191,,,442168.9286977056,3262666.3936798237,050300,餐饮服务;快餐厅;快餐厅,重庆市,重庆市,九龙坡区,,3.7
B0I3TCE402,一碗面(荣安九龙壹号店),黄桷坪街道滩子口106号附11号,17383193872,106.525162,29.497439,,,440401.4331862985,3263257.1029635025,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.9
B0LDZ9UAAP,川娃特色冒菜,邮电路与新建路交叉口西南20米,[],106.542375,29.490325,,,442065.8885299419,3262460.159065025,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.2
B0LRHH7O23,蔚火锅,杨家坪正街与九凤大道交叉口东南140米,13668407703,106.523646,29.498429,,,440255.0640778824,3263367.5754069705,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.3
B0JK77R3DB,夏掌柜包子铺,黄桷坪新建路2栋1-2号,15523219998,106.542539,29.490688,,,442081.9930825667,3262500.2988157836,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.6
B0FFIS3LH0,晨光烧饼(九龙美术半岛店),黄桷坪街2号-附6号西北60米,17815256339,106.541738,29.490345,,,442004.1494909149,3262462.692379354,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,3.3
B0HU26OGKN,猪猪茶楼(万顺楼店),滩子口71号万顺楼,19922163392,106.526341,29.498331,,,440516.2382591928,3263355.335916023,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,4.2
B0FFK1SJQM,蜜雪冰城(九龙美术半岛店),坦克仓库艺术西北门旁,023-68413294;13320283262,106.541926,29.490051,,,442022.206700342,3262430.0227184067,050700,餐饮服务;冷饮店;冷饮店,重庆市,重庆市,九龙坡区,,4.1
B00178UCQM,玉兔王烧鸡公(黄桷花园店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,15808011264,106.541231,29.49149,,,441955.6539338764,3262589.8142392677,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.1
B001793S9D,三妹面馆,电力三村65号附10号,15023218132,106.538543,29.484347,,,441690.99365554634,3261799.694281048,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.7
B0L2R5MY9D,半岛鲜厨,九龙半岛长江灯塔入口西北70米,13696454614;13883081832,106.530803,29.500958,,,440950.2727205116,3263644.142486089,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.1
B0L6PPPUVT,三三老火锅(新华春天店),西子路202号新华春天,[],106.518714,29.499157,,,439777.4265335862,3263450.782657911,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,4.1
B001790I1V,陈安健交通茶馆,黄桷坪正街7号(四川美术学院地铁站4号口步行50米),13608340895,106.542732,29.488645,,,442099.54062702355,3262273.832918067,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,4.6
B0G0B1562I,红太阳鱼庄,黄桷坪街道九渡口,13022302338;13368035388,106.538097,29.47855,,,441644.43504757184,3261157.5951674255,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.2
B0H3X74PX2,七村姐妹面庄,新华七村202号附5号,13883311151,106.521019,29.499343,,,440000.96270276123,3263470.201184326,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.5
B001792LL7,绝味鸭脖(黄桷坪店),黄桷坪正街4号(四川美术学院地铁站4号口步行50米),4009995917,106.54284,29.489765,,,442110.64699615736,3262397.87818232,050000,餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,4.2
B0G3HH54JZ,好友面庄,龙江支路1号附17号(滩子口地铁站2A口步行390米),[],106.525577,29.497107,,,440441.46605931176,3263220.103880182,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.5
B00170I5JA,侯六妹酸辣粉(黄桷坪正街店),黄桷花园东北门旁(四川美术学院地铁站4号口步行190米),15823329985,106.542039,29.490813,,,442033.59469368827,3262514.398085396,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.8
B0KGP4YBHC,茶百道(九龙坡黄桷坪店),黄角坪街道临街335号附1516号,13452130605,106.543055,29.489044,,,442131.0793371973,3262317.882538208,050700,餐饮服务;冷饮店;冷饮店,重庆市,重庆市,九龙坡区,,4.0
B0FFIANAJ8,七村姊妹面庄(铁马公寓店),新华六村51号附19号,13896136979,106.518281,29.499773,,,439735.82002268656,3263519.2615630557,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.2
B0H0OSXSLW,鲜烧烤(新华春天店),西子路202号新华春天,13708327177,106.518595,29.499226,,,439765.93254666345,3263458.489670851,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.9
B0FFJ5J16H,WECOFFEE(京渝国际文创园店),滩子口29号附20号1号楼一层,023-68401017;13368411787,106.528198,29.502599,,,440698.7277067144,3263827.29523051,050500,餐饮服务;咖啡厅;咖啡厅,重庆市,重庆市,九龙坡区,,3.8
B0LGSS1LEC,巴滨食一,李家沱街道马王坪正街52号,13650525850,106.529862,29.471087,,,440841.7126288867,3260334.8314640485,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,巴南区,,4.1
B0K2796AWQ,重庆辣御荘食府,天兴路2号2栋附33号(上江城门口佳宇英皇酒店对面),15696975188,106.530192,29.504641,,,440893.1879303531,3264052.54028865,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,4.5
B0LBFR012Z,四季风茶馆,杨家坪滩子口广厦城8号广厦城蜜宫,[],106.536203,29.494425,,,441469.935127676,3262917.538716767,050600,餐饮服务;茶艺馆;茶艺馆,重庆市,重庆市,九龙坡区,,2.2
B0H0JDV0LK,九酒家常菜 特色干锅,九龙八村商住楼15号,13896520909,106.52572,29.497327,,,440455.4561904435,3263244.4073491134,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.9
B00178UCYO,歪角老味道火锅(黄桷花园店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,13638357623,106.54084,29.491003,,,441917.47322679433,3262536.0483904937,050117,餐饮服务;中餐厅;火锅店,重庆市,重庆市,九龙坡区,,3.8
B0L3M7MDKT,高思益炖鸡馆,搬运西村1号附1号,13678404998,106.541277,29.490656,,,441959.63768813625,3262497.3818342085,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.6
B0FFHKQN1N,一口香臊子面火锅米线(九龙美术半岛店),黄桷坪街213号附11(四川美术学院大门正对面),18623372276,106.543292,29.487571,,,442153.2175091239,3262154.552424021,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.9
B0K1YCA3WO,六六鲜包粥坊,铁路新村7号附2号(黄桷坪地铁站4号口步行250米),18306002522,106.538849,29.493065,,,441725.64823948266,3262765.518979962,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,九龙坡区,,3.4
B0G13R1HSU,兄弟干溜面(融汇半岛五园湾A区店),峡谷路433号融汇半岛五期-B期,15618145783,106.518454,29.473578,,,439737.08979230846,3260616.6903868164,050100,餐饮服务;中餐厅;中餐厅,重庆市,重庆市,巴南区,,4.2
B0L10HDJ67,瑞幸咖啡(九龙坡区人民医院店),钢铁支路a13号,4000100100,106.518497,29.488813,,,439750.2710773702,3262304.748709273,050500,餐饮服务;咖啡厅;咖啡厅,重庆市,重庆市,九龙坡区,,4.3
B0L2K7G0WA,刘大姐生鲜超市(广厦城店),黄角坪广厦城6号9幢附2号,15310139453,106.531172,29.490905,,,440980.21150384244,3262530.053698732,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.7
B0KRFUSBC8,条马批发部(广厦城店),广厦城6号广厦城巢上二期,[],106.530962,29.490992,,,440959.90476103104,3262539.8000592478,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0FFF2NGI7,卤味家便利店(广厦城巢上二期店),广厦城6号8幢附15号,13983023093,106.530553,29.490944,,,440920.22889053146,3262534.6890802956,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B0FFGK8HEB,家佳超市(广厦城店),广厦城一期6号院13-2号,4000237858,106.53201,29.491111,,,441061.56562748225,3262552.454397546,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.2
B0LDD57SBV,沃鑫礼品黄金烟酒回收,龙广路与龙江路交叉口东100米,18224351424,106.530273,29.491545,,,440893.4348694531,3262601.423755776,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,3.6
B0FFG1LC82,永胜超市(九龙店),九龙花园东门旁,[],106.528911,29.491197,,,440761.2022893166,3262563.5568734575,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6
B0KUGHRG8N,零食很忙(重庆九龙坡广厦城店),广厦城6号4栋一层7.8号,4009998082,106.529671,29.491935,,,440835.304580063,3262644.942762918,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3
B0ID6R5WXY,嘉百邻超市(广厦城店),九龙小学东南2门东60米,[],106.52997,29.492519,,,440864.62825218943,3262709.4996577958,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B0FFGBVI10,美亨铝材经营中心(金源利·青国青城店),青国青城南1门车库,15825989899,106.525826,29.489382,,,440461.0849301185,3262364.023945609,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0L3MCMJ2X,带我回家·猫舍犬舍宠物市场,黄桷坪街道锦龙路289号4幢附14号,13026180207,106.526106,29.490497,,,440488.879943675,3262487.425924958,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.8
B0FFHKF1QB,宏亿电脑(广厦城一期2号院店),龙江路广厦城2号附13号,18523505495,106.530251,29.493242,,,440892.28743214667,3262789.4673696766,060306|071200,购物服务;家电电子卖场;数码电子|生活服务;维修站点;维修站点,重庆市,重庆市,九龙坡区,,3.3
B0I64DVVWG,北方门窗配件(金源利·青国青城店),锦龙路289号附4号(金利源青国青城店),15823805710,106.524987,29.489455,,,440379.794589744,3262372.5420500664,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,4.1
B0J0JZDY7P,仓象仓(花园店),九龙美食街3号,[],106.527167,29.492224,,,440592.7403436109,3262678.240412279,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0FFG1LGRM,喜士多副食(金源利·青国青城店),锦龙路289号3幢附3号,13368192227,106.525162,29.490178,,,440397.1823798062,3262452.5628875624,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0M6YDRCW3,立邦刷新服务(广厦城店),广厦城一期2号院,[],106.530481,29.493851,,,440914.93633134395,3262856.829517323,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,2.6
B0HRHM0ET5,超群建材门窗五金(金源利·青国青城店),锦龙路289号附2号,13101201202,106.524681,29.489683,,,440350.26437993837,3262397.9618952037,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.4
B0FFIAH57D,百果园(广厦城店),龙江路10号附15号,023-68435426,106.530049,29.494137,,,440873.225994457,3262888.7385602277,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,4.2
B0FFLIGX2C,LABO23广厦城·山顶道店,滩子口九龙花园(福星水世界旁)山顶道店,13308352923,106.5248,29.492626,,,440363.52405944216,3262723.993817306,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.9
B0FFHEDT3L,7点鲜生活超市(广夏城店),龙江路8号保利心语花园,18983253308,106.529165,29.49511,,,440788.1005546382,3262996.999266104,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B0I2XU1NT1,条马批发部(保利心语店),龙江路95号附16号,[],106.52877,29.495417,,,440749.98990337027,3263031.2168195928,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.0
B0J06RRHHK,HEYU·艺术商店,黄桷坪街道黄桷坪正街川美后街,[],106.540374,29.489321,,,441871.3395177132,3262349.910894453,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.6
B0FFHGIBZW,骨头帮宠物生活馆,滩子口95号星河名居第一层门面8号,17784253011,106.52858,29.496138,,,440731.99207909056,3263111.202487757,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.9
B0H3OH0RKX,品物集,铁路二村122号(黄桷坪地铁站4号口步行320米),13594139439;18875082412,106.539589,29.492826,,,441797.2448916969,3262738.666789311,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7
B001792M5X,新世纪超市(黄桷坪店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-89087051,106.541198,29.490777,,,441952.0484784265,3262510.8283623992,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.4
B0HRSCQPME,立达五金,黄桷坪正街3号附7号,023-68500816,106.542524,29.490082,,,442080.19428126863,3262433.1598509806,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B00179458V,鲁轩美术培训学校(黄桷坪总部校区),黄桷坪正街5号附10号(四川美术学院地铁站4号口旁),15826287260;15923147511,106.542999,29.48941,,,442125.8586811687,3262358.4641586933,141400|060000,科教文化服务;培训机构;培训机构|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5
B0GDSRROF7,谊品生鲜(黄桷坪店),新建路1-1号(四川美术学院地铁站4号口步行170米),15983108889,106.542499,29.49081,,,442078.1849202074,3262513.836651547,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,4.0
B0FFJRCP60,西渝皮艺馆,黄桷坪街4号附7号,13648323906,106.542791,29.489845,,,442105.9424229844,3262406.7667698567,061100|070000,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,3.8
B0M677ZDDF,鲁轩画材(黄桷坪店),黄桷坪正街(四川美术学院地铁站4号口步行60米),19112038184,106.543031,29.489202,,,442128.8425576437,3262335.401292246,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.6
