id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,Center_X,Center_Y,类型代码,类型名称,省份,城市,区域,营业时间,评分,人口密度,cluster_label,cluster_probability
B0L3XU0LWG,电力二村,龙广路与黄桷坪正街交叉口西北360米,[],106.537543,29.485626,,,441594.781960185,3261941.912208148,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,九龙坡区,,[],57.612446,-1,0.0
B0FFG4RL4T,渝隆观江,龙江路10号(403公交起始车站旁),023-89166888,106.529791,29.494107,,,440848.1990926168,3262885.5455905017,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,九龙坡区,,[],116.41473,-1,0.0
B001786TIS,曦圆·云岭,铁路新村50号(铁路医院对面前行300米),[],106.536384,29.492479,,,441486.3620328194,3262701.825434639,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],124.90389,9,1.0
B0FFHCA298,广厦城,龙江路九龙小学东,[],106.532263,29.494423,,,441088.007628569,3262919.3052930324,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],71.824234,-1,0.0
B00178TWN4,九龙花园一小区,九龙花园,[],106.526735,29.492913,,,440551.2655347335,3262754.8042095746,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],91.995186,8,0.5811399102940132
B0JAGUGR8A,广厦城一期4号院,邮电路与龙广路交叉口北380米,[],106.53279,29.494178,,,441138.95105670113,3262891.8919119835,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],74.927185,-1,0.0
B001786L50,保利心语花园,龙江路8号,[],106.528168,29.494487,,,440691.0933897615,3262928.4767823284,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],95.53049,8,0.6988240255325838
B0FFF7XSXZ,电力三村,黄桷坪电力家属区,[],106.53826,29.484484,,,441663.6366427853,3261815.01603524,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],37.101048,-1,0.0
B0017875LU,广厦城洛卡庄园,广厦城7号,[],106.532445,29.495316,,,441106.1665274839,3263018.1601308645,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],66.03965,-1,0.0
B0FFHRCZZI,蟠龙·龙蟠凤逸,九龙镇龙江支路66号,[],106.525285,29.493315,,,440410.9419775915,3262800.088583543,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],78.42813,-1,0.0
B0FFG15M6R,广厦城蜜宫,杨家坪滩子口广厦城8号,[],106.535763,29.494515,,,441427.3352433397,3262927.73236026,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],129.85715,9,0.8460277773542088
B0H0VC3GN4,龙湖美林美院,黄桷坪街道黄桷坪正街重庆铁路小学斜对面,15730789107,106.53947,29.491322,,,441784.8494293256,3262572.0789765217,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],120.47052,9,1.0
B0H6PSOP1L,玖悦兰庭,杨九路(黄桷坪地铁站4号口步行310米),[],106.537758,29.493328,,,441620.0409171069,3262795.2069319,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],119.83976,9,1.0
B0KU4UTCMJ,铁路新村,惠广路与新建路交叉口西100米,[],106.538471,29.492446,,,441688.6515766763,3262697.121409547,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],92.97621,9,0.8284041123543929
B0G26ZLNOZ,俊东花园,惠广路与新建路交叉口西60米,[],106.538813,29.492234,,,441721.6828394357,3262673.4599094284,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],92.97621,9,0.8974323905848496
B0HDT7KKG3,华润·半山悦景,龙江路与龙江支路交叉路口东南侧,[],106.525857,29.495568,,,440467.7073113417,3263049.434831304,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],56.43461,8,0.5753612326990247
B0JKGZ2NFM,华润·半山悦景(南区),九凤支路与龙江支路交叉口南200米,[],106.525251,29.495093,,,440408.6868841642,3262997.1136136944,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],56.50441,-1,0.0
B001786TIP,禾风雅筑,新市场官家林199号,[],106.538298,29.494204,,,441672.88857494737,3262891.9993970543,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],125.568436,9,1.0
B0017822ZY,黄桷花园,黄桷坪街道黄桷坪正街搬运西村3号,[],106.541217,29.491009,,,441954.0225807935,3262536.52511489,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],91.98259,9,1.0
B0LAV190T6,双鉄金大厦,黄桷坪正街与龙吟路交叉口北180米,[],106.541278,29.485869,,,441957.0061084452,3261966.968966672,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],103.13399,-1,0.0
B0JKGZ318H,华润·半山悦景(北区),龙江支路与九凤支路交叉口东180米,[],106.526697,29.496363,,,440549.5966657745,3263137.093721548,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],104.25707,-1,0.0
B001786WAZ,广厦城江畔语林,广厦城5号,023-86100990,106.529953,29.497276,,,440865.7435954528,3263236.597676028,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],57.399746,-1,0.0
B0FFFWC97R,官家林,杨九路与新建路交叉口西北380米,[],106.536369,29.496208,,,441487.051278509,3263115.016690167,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],121.14368,-1,0.0
B0FFGG6I14,铁路二村,龙吟支路与新建路交叉口东100米,[],106.53995,29.49364,,,441832.7042504107,3262828.67974389,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],102.49891,9,1.0
B0MBK4PLXV,铁路单身宿舍,龙吟支路与杨九路交叉口东40米,[],106.539375,29.493775,,,441777.0430737222,3262843.9256666084,120303,商务住宅;住宅区;宿舍,重庆市,重庆市,九龙坡区,,[],119.064095,9,1.0
B001786TZM,港韵新苑,滩子口77-78号,[],106.524584,29.495772,,,440344.42909264506,3263072.690584951,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],129.1282,-1,0.0
B001702900,星河名居,滩子口97号(滩子口地铁站2A口步行420米),[],106.527736,29.497189,,,440650.7925099327,3263228.086569635,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],90.08799,8,0.6573791926317135
B001786U8F,渝铁·九龙苑,铁路二村,[],106.540222,29.49402,,,441859.28794146463,3262870.648869949,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],102.49891,9,1.0
B0FFG7OVMP,广厦城森林峰,九龙镇滩子口,023-68650772,106.532154,29.497682,,,441079.3279917287,3263280.467105763,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],62.81129,-1,0.0
B0FFG6SWH5,志龙·观江岭,官家林11号,[],106.534871,29.497505,,,441342.5916646725,3263259.4822313488,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],110.262375,-1,0.0
B0HDUHJJ18,海纳九龙,龙江支路51号,[],106.523511,29.495396,,,440240.1977218191,3263031.579237761,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],94.73282,-1,0.0
B001786U8A,茗都华苑,滩子口55号,[],106.52824,29.497372,,,440699.7533737559,3263248.106547337,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],76.20988,8,0.6396513725168418
B001703A42,福星楼,黄桷坪正街,[],106.543497,29.488765,,,442173.7686694324,3262286.748912608,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],92.80105,9,1.0
B0FFLC2MIF,南派一阁,黄桷坪大车队工艺·豪斯E3商铺,13983277808,106.543146,29.486772,,,442138.6099861816,3262066.093693073,120000|060000,商务住宅;商务住宅相关;商务住宅相关|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,2.9,158.66957,-1,0.0
B0017933BA,天祥苑,滩子口龙江支路,023-68506174,106.526242,29.497707,,,440506.2772796528,3263286.245467564,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],64.90596,8,1.0
B0017946NW,黄正街社区,黄桷坪正街230附2号附近,[],106.543806,29.488414,,,442203.52419246815,3262247.7037006663,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],467.0754,0,0.8648421506455669
B00179264H,双铁金大楼,新市场叉路口14号,[],106.541716,29.493288,,,442003.6932470391,3262788.795751661,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],106.08841,9,1.0
B0FFLC1GN1,九龙商住楼,龙江支路与龙江路交叉口南100米,[],106.526175,29.49718,,,440499.47474961984,3263227.8865570067,120203,商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[],106.02688,-1,0.0
B001786TIX,龙隐花苑,铁路四村12号,[],106.543658,29.49069,,,442190.4690670442,3262499.9640657925,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],618.4558,-1,0.0
B0KARHG52C,荣安九龙壹号二期,滩子口105号,[],106.523454,29.496595,,,440235.3763667909,3263164.4612904773,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,九龙坡区,,[],74.76073,8,0.9879568462390342
B00178VN46,黄桷印象,黄桷枰正街232号,[],106.543994,29.487722,,,442221.3565103725,3262170.934935037,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],481.29883,0,1.0
B0GUM1ABBN,荣安九龙壹号,龙江支路与九凤支路交叉口西北100米,023-68855575,106.523848,29.497169,,,440273.90501288313,3263227.859908686,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,九龙坡区,,[],91.742004,8,0.6448782324625084
B00178X6D0,庆翔·正雅阁,滩子口龙江支路42号,[],106.52189,29.495638,,,440083.2088415563,3263059.227133966,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],89.51737,-1,0.0
B00178TWYE,万顺楼,滩子口71号,[],106.52669,29.498511,,,440550.1726479112,3263375.102085096,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],67.78136,8,0.916607258330172
B0KARHAKIQ,荣安九龙壹号一期,九凤支路与龙江支路交叉口西北100米,023-68855575,106.524229,29.497544,,,440311.056418311,3263269.215527832,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,九龙坡区,,[],81.64756,8,0.9947452840676706
B0FFF5BXD7,铁路四村,黄桷坪街道,[],106.544125,29.490805,,,442235.8048624176,3262512.474494693,120000,商务住宅;商务住宅相关;商务住宅相关,重庆市,重庆市,九龙坡区,,[],618.4558,-1,0.0
B001786RW2,观江大厦,滩子口加油站旁,[],106.532608,29.49934,,,441124.2943890673,3263463.948549012,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],76.80368,-1,0.0
B0FFGKBH7B,广厦城江界,九龙大道1号(滩子口地铁站4号口步行230米),[],106.531365,29.499646,,,441003.9865713432,3263498.483881496,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],78.284645,-1,0.0
B001785J7W,天河名港,滩子口49-70号,[],106.52656,29.499087,,,440537.9080068386,3263438.991041176,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],53.46935,8,0.709440091381823
B00178TY9L,田野小区,滩子口101号,[],106.524887,29.498539,,,440375.4210009848,3263379.1271534096,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],62.393314,8,1.0
B0K0OUH7FZ,重工馨苑,龙吟路铁路三村11,[],106.543568,29.492818,,,442182.9529684663,3262735.796921992,120000,商务住宅;商务住宅相关;商务住宅相关,重庆市,重庆市,九龙坡区,,[],560.8973,0,0.8648421506455669
B001792975,重庆南站货运楼,龙吟路重庆南站货场附近,[],106.545359,29.484434,,,442351.8210026615,3261805.939195915,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,4.5,67.942314,-1,0.0
B0I30SK9A0,三角道社区,铁路五村19号,[],106.54567,29.487448,,,442383.6761156293,3262139.744201851,130106|120302,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位|商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],325.53622,0,1.0
B0FFFEBHPX,新市场社区,黄桷坪铁路三村(四川美术学院地铁站4号口步行470米),[],106.545207,29.491636,,,442341.1634209787,3262604.014969881,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],326.47583,0,1.0
B0FFGYQ8BT,和信公寓,杨家坪正街与龙江路交叉口西120米,[],106.524041,29.498861,,,440293.6055847528,3263415.239553621,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],71.62461,8,1.0
B001786WK0,晋愉·九龙湾,铁路一村28号1,[],106.529585,29.501358,,,440832.4452083361,3263689.0824918067,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],124.87201,-1,0.0
B0JKB7NVZ8,金辉云缦长滩,九凤大道与天兴路交叉口东南140米,[],106.524127,29.500019,,,440302.6208806157,3263543.505339009,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],83.50796,8,0.8303687469198361
B0FFGG6MP6,新华春天,西子路202号,[],106.519851,29.498256,,,439887.105259036,3263350.361126145,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],63.82581,-1,0.0
B0FFHCPQ2D,京渝国际文创园,滩子口正街29号附20号,023-68525466,106.527021,29.502168,,,440584.3919482817,3263780.1396448123,120100,商务住宅;产业园区;产业园区,重庆市,重庆市,九龙坡区,,4.6,96.983635,8,0.6289278744774909
B001786L6L,福星·颐美华庭,天兴路49号(滩子口地铁站2A口步行420米),[],106.523639,29.501293,,,440256.06669487455,3263684.9189260243,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],83.0804,8,0.6971054485999066
B0FFF39F3Z,天宝新苑,杨家坪天兴路41号,[],106.525464,29.502047,,,440433.4037336969,3263767.5286536766,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],77.35846,8,0.7191271100209811
B0LDU6ACKO,新华春天-西区,西子路与高进路交叉口西北160米,[],106.518623,29.497881,,,439767.8507246116,3263309.44503425,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],82.090126,-1,0.0
B00178XDNT,新华苑B区,直港大道天兴路39号,[],106.524982,29.502313,,,440386.8400336862,3263797.2491522017,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],76.506386,8,0.690071908647343
B0L69SN60M,新华苑,九凤大道与天兴路交叉口东北260米,[],106.524986,29.502306,,,440387.2236461983,3263796.4714810764,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],76.506386,8,0.689274296198614
B00178XE7G,和坤和家园,天兴路51号,[],106.523486,29.502543,,,440241.9704974203,3263823.501355891,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],86.99604,8,0.6003183043140579
B0IUGCIZBM,重庆圣特瑞实业有限公司办公楼,融汇大道66号附121号,[],106.520259,29.475378,,,439913.1562017646,3260815.2023925707,120000,商务住宅;商务住宅相关;商务住宅相关,重庆市,重庆市,巴南区,,[],89.7702,-1,0.0
B0FFH5QZQJ,融汇江山E区,融汇五园海支路,[],106.518776,29.475332,,,439769.3463874727,3260810.8716859706,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],35.6715,3,0.4981611253620888
B00178XA3G,融汇江山,巴滨路融汇半岛段,[],106.519933,29.474447,,,439880.9998860656,3260712.213378136,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],52.611115,3,0.5229012254146905
B0FFGG557C,融汇江山D区,[],[],106.520873,29.473616,,,439971.647782689,3260619.651410926,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],52.9237,3,0.42190155791533457
B00170AFBV,铁马公寓,西子路51号,[],106.517996,29.499937,,,439708.2919273485,3263537.580925884,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],74.71756,-1,0.0
B00170I3JP,上江城,天兴路2号,[],106.529096,29.504753,,,440787.0222790235,3264065.507599764,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],155.30853,6,0.8491293085459783
B00170A3UR,佳锦园,天兴路6号,[],106.527186,29.504636,,,440601.8256322405,3264053.5173577843,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],133.4428,6,0.7538638997779366
B0017822XE,皓林新华苑,新华六村33幢,[],106.519422,29.502015,,,439847.74299811374,3263767.0916804173,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],72.12277,-1,0.0
B0FFKBCHJJ,融汇半岛天澜,融汇大道与汇滨一路交叉口北300米,023-68855575,106.514626,29.476729,,,439367.8188498928,3260967.817030821,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],36.35955,3,0.44687735835476555
B0K6XH08LS,D10·天际玲珑台,杨家坪正街51号,15123088501,106.518429,29.501748,,,439751.3349017272,3263738.021071019,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],55.330635,-1,0.0
B0FFG0ICLT,融汇半岛五园湾A区,融汇大道5号,[],106.517552,29.473925,,,439649.8413553256,3260655.606071277,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],28.944702,3,0.5298798298662147
B0FFK4J7VL,融汇半岛C公馆,巴滨路融汇半岛段(融汇半岛旁),[],106.520964,29.471797,,,439979.3992710133,3260418.054521893,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],29.816011,3,0.3605475256484788
B00178VPRC,金江明珠,直港大道48号,[],106.529837,29.505954,,,440859.54232146207,3264198.205143342,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],143.08708,6,0.8194732021327682
B001786TWV,融汇半岛五园湾,李家沱融汇大道5号(长江大桥南桥头),023-62595598,106.518445,29.47314,,,439735.9581362201,3260568.163476899,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],38.569263,3,0.464882436994259
B0017875AK,锦绣江南,工矿路28号,[],106.534173,29.469246,,,441258.6367488713,3260128.661885632,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],58.42443,4,0.4528152363696802
B0FFJO63VD,融汇半岛五园湾B区,融汇大道5号,[],106.519185,29.47243,,,439807.2861738741,3260489.1108478354,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],35.06237,3,0.4573407409783093
B0FFJ1F5O8,融汇半岛水晶公馆,融汇大道492-494正北方向170米,[],106.515898,29.474817,,,439490.00704142015,3260755.3004767555,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],21.888098,3,0.6297675264199593
B00178VSRD,江趣阁,天兴路1号上江城,[],106.529328,29.505904,,,440810.1785741681,3264192.9238727554,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],154.23181,6,1.0
B0IUCUZOJ1,新天泽·江上云境(建设中),杨九路,[],106.533191,29.497991,,,441180.0255855028,3263314.1805355893,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],68.45519,-1,0.0
B00170AEUU,天合家园,天宝路126-130号,023-68122183,106.526601,29.505817,,,440545.8139624744,3264184.674663056,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],149.5574,6,0.8592750477612383
B00170A3W9,佳庆园,天宝路132-138号,[],106.525504,29.505682,,,440439.4083883292,3264170.277414439,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],121.68089,6,0.6246529646169428
B0H1PHQACD,新希望·D10天际,杨家坪正街,[],106.517294,29.502353,,,439641.6795241957,3263805.64528634,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,4.7,86.99532,-1,0.0
B0FFKR79AL,重庆冶金动力建筑安装工程公司综合大楼,[],[],106.510561,29.490474,,,438981.9414802236,3262492.926935112,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,大渡口区,,[],27.445997,-1,0.0
B0H21U8LKM,融汇西流沱滨江旅游区-滨江公园,融汇大道与汇滨一路交叉口北240米,[],106.514431,29.476215,,,439348.6070836971,3260910.965974692,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,3.6,29.465887,3,0.6369100865514293
B0017091WT,润安大厦,杨家坪天宝路118号,[],106.528442,29.506622,,,440724.72151524073,3264272.9316437286,120203,商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[],143.08708,6,1.0
B0FFGKB5KF,桥南村,马王坪正街与红光大道交叉口东200米,[],106.529913,29.468293,,,440845.0356440283,3260025.2234227043,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],55.03018,4,0.3122449980167221
B0KKOSZPAR,新希望D10天际星湖岛,杨家坪正街51号,023-68855575,106.516354,29.502241,,,439550.50046015065,3263793.723384352,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],77.700356,-1,0.0
B001702AD3,佳宝园,天宝路127号,[],106.525619,29.506475,,,440451.01883819466,3264258.0854191016,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],119.60893,6,0.6274780769931954
B0017933QJ,天宝路小区,天宝路96号,[],106.523641,29.505913,,,440258.9727543504,3264196.82825785,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],55.712437,7,0.9402260286125157
B0G1TSVQ2Q,一曲晴江,巴滨路,[],106.53187,29.467745,,,441034.4703319344,3259963.511256447,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],39.968376,4,0.5296944921238841
B0017822XD,重啤花园,西郊三村5号,[],106.513946,29.500784,,,439316.2282391285,3263633.5367537127,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],62.831375,10,0.5639089673704559
B00178230Q,映江花园,李家沱马王坪正街,023-62868103,106.536874,29.46822,,,441519.9358135269,3260013.619291813,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],67.98965,4,0.6487298312616654
B00178TTX3,星河世家,直港大道28号,[],106.526608,29.507307,,,440547.3630192928,3264349.767741369,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],137.72525,6,0.8681705321248396
B0FFF2SB7R,斌鑫·新华苑2期,天宝路12号,[],106.521934,29.506151,,,440093.6622631416,3264224.077277577,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],57.154552,7,1.0
B0HUJAZJLV,江湾印月,工矿路19号,[],106.534805,29.467463,,,441318.8885692049,3259930.782580064,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],46.544697,4,0.600464989943411
B00179AXF4,晨曦花园,马王坪正街与红光大道交叉口东200米,[],106.529617,29.467512,,,440815.8817824063,3259938.837089958,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],37.84934,4,0.431068543911963
B00178232M,晨曦花园西区,桥南村11幢附11号楼李家沱马王坪正街,[],106.529224,29.467701,,,440777.8858241335,3259959.97852994,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],37.84934,4,0.4140183636048206
B00178758E,天鹅堡,杨家坪直港大道中段26号,[],106.525144,29.507414,,,440405.5297898452,3264362.372830364,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],65.47097,-1,0.0
B0FFG0BHQH,珠江花园南区,杨家坪直港大道,[],106.528026,29.50761,,,440684.9770546148,3264382.6171782045,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],159.1207,6,1.0
B0JK6U5ED6,江湾印月·印江澜(建设中),工矿路25号,[],106.535481,29.46786,,,441384.6627210875,3259974.430714745,120000,商务住宅;商务住宅相关;商务住宅相关,重庆市,重庆市,巴南区,,[],46.544697,4,0.6538365156300755
B00170A0NU,广厦经典,西郊路28号(动物园地铁站2号口步行300米),[],106.511122,29.499016,,,439041.43969466456,3263439.1130059804,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],109.97111,-1,0.0
B0FFF3P5XU,融汇半岛六期,融汇大道,[],106.517952,29.470489,,,439686.5897064128,3260274.6809086343,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,巴南区,,[],24.74355,3,0.5089282027092233
B00170316A,西郊三村杨渡小区,杨渡支路与西郊路交叉口东南280米,[],106.510493,29.497569,,,438979.60234988434,3263279.1105378573,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],86.77182,-1,0.0
B00178TWOI,晨曦花园东区,桥南村(李家沱大桥地铁站出入口步行410米),[],106.530053,29.46731,,,440858.0396800317,3259916.2335125394,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],37.84934,4,0.4654567744407585
B0LDLHSITS,中科依云,杨渡村6号,[],106.50812,29.492285,,,438746.4013946105,3262694.873586209,120000,商务住宅;商务住宅相关;商务住宅相关,重庆市,重庆市,九龙坡区,,[],39.737762,-1,0.0
B0FFF3UHAK,融汇半岛香缇漫山,巴南李家沱融汇大道6号(李家沱大桥南桥头),[],106.515677,29.47224,,,439467.0491398197,3260469.876789648,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,巴南区,,[],20.861399,3,0.7748577343043743
B00178VPD2,融汇半岛爱窝,融汇大道26号,[],106.514691,29.47244,,,439371.5686188425,3260492.550285951,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],19.983997,3,0.992652588005064
B0FFJGNA2Z,珠江花园,直港大道199号,[],106.528221,29.508648,,,440704.4819836701,3264497.531410666,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],159.1207,6,1.0
B0017822XF,斌鑫·新华苑,天宝路12号,[],106.521311,29.506774,,,440033.6454078726,3264293.4286581646,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],70.97024,-1,0.0
B0JBY5Q30D,融汇半岛江上公馆B区,融汇大道与汇滨一路交叉口西140米,[],106.512182,29.474719,,,439129.6656548431,3260746.378669456,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],20.675545,3,0.9572084749893912
B0FFHKES3E,天鹅花园,直港大道22号,[],106.524102,29.507651,,,440304.6747170425,3264389.16747794,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],43.396725,-1,0.0
B0FFH2WXTH,公安大楼,天宝路88号,[],106.522652,29.506624,,,440163.5322467653,3264276.117627796,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],57.154552,7,1.0
B0H2N5FS7C,江湾印月·熙月,李家沱街道工矿路19号,[],106.534495,29.466982,,,441288.55348395766,3259877.6428635386,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],46.19132,4,0.6162317763327313
B001786THS,东方雅园,[],[],106.528144,29.466979,,,440672.7475405539,3259880.5288196285,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],24.68586,4,0.30013465440671216
B0L29XSRBE,新希望D10天际-星岛湖西区,荣进路与西子路交叉口北100米,[],106.515655,29.502754,,,439483.052597296,3263850.928814548,120300,商务住宅;住宅区;住宅区,重庆市,重庆市,九龙坡区,,[],88.23526,-1,0.0
